,exp,line,powerlaw,cadence,gal mag,gal rad,peak mag
278,2.9675664270638107,2.0270713941606395,0.03945944494281752,26.0,16.0,2.0,14.0
279,2.601992750475869,1.8267074250656241,0.049873672437984524,26.0,16.0,2.0,14.0
280,2.5767765565476206,1.7477431204284153,0.040139060331419556,26.0,16.0,2.0,14.0
281,2.431750390509791,1.6937920443511438,0.030852238727573773,26.0,16.0,2.0,14.0
282,2.4050691370983106,1.6446636827129932,0.034283434392461405,26.0,16.0,2.0,14.0
283,2.2646998742061353,1.5611740785943775,0.03451134668460377,26.0,16.0,2.0,14.0
284,2.357263900212852,1.6057853916047755,0.05275792937899609,26.0,16.0,2.0,14.0
285,2.1255791366696934,1.4611199994062198,0.03851992411687716,26.0,16.0,2.0,14.0
286,2.329596431281305,1.5403455973192668,0.043857601556903936,26.0,16.0,2.0,14.0
287,2.124595349061454,1.3951271392720141,0.04300949298404538,26.0,16.0,2.0,14.0
288,2.060045232778792,1.3417318762608401,0.03209676034835861,26.0,16.0,2.0,14.0
289,1.9379582062798926,1.298940434926509,0.04671390663897116,26.0,16.0,2.0,14.0
290,1.896066952231689,1.2543155760521376,0.02221632046340147,26.0,16.0,2.0,14.0
291,1.8187668135277026,1.2103404935926767,0.06063157139775572,26.0,16.0,2.0,14.0
292,1.8955893255576812,1.259852514072042,0.05873640375058208,26.0,16.0,2.0,14.0
293,1.7846418982543044,1.1302734611872012,0.03670484415676081,26.0,16.0,2.0,14.0
294,1.6516135804432235,1.0710329621478516,0.04776684137903389,26.0,16.0,2.0,14.0
295,3.8828479477143842,2.89673137290914,0.07161652005074672,26.0,16.0,2.0,14.0
296,3.4938907523976543,2.60110998526774,0.035696866805606506,26.0,16.0,2.0,14.0
297,3.3688537881659437,2.4376725135327617,0.06127826431650822,15.0,16.0,2.0,14.0
298,3.068881603266419,2.2365729516743196,0.043530985541170825,15.0,16.0,2.0,14.0
299,3.0647045783540476,2.2466645285436027,0.042086078062954224,15.0,16.0,2.0,14.0
300,2.957275054369802,2.0827531442171354,0.035590892923547675,15.0,16.0,2.0,14.0
301,2.7651125918002357,2.004991021006099,0.039396527827215984,15.0,16.0,2.0,14.0
302,2.713372940843913,1.9544071367564382,0.04174206367309753,15.0,16.0,2.0,14.0
303,2.8873480519209997,2.0165006299748733,0.05277535017630061,15.0,16.0,2.0,14.0
304,4.561524558101978,3.537016799019072,0.06857336679686053,15.0,16.0,2.0,14.0
305,4.181642263570228,3.2345094684890854,0.049678892416332936,15.0,16.0,2.0,14.0
306,4.093818802539965,3.0743493143973275,0.05787181794359452,15.0,16.0,2.0,14.0
